	ARI	NMI
0	0.44782899711717783	0.603500654959447
1	0.4604963991735186	0.6177605977817336
2	0.46044538866451795	0.6264037235642523
3	0.4318233940814921	0.5881420285242346
4	0.3467147016989601	0.5170651580428763
5	0.4678165344331052	0.6371464575219576
6	0.45502392045656925	0.6102248597440909
7	0.4653682132061767	0.6234092416649334
8	0.44381758197510535	0.5967864571127216
9	0.4380704148176167	0.5962628510501014
10	0.4690232929478783	0.6356739411922645
11	0.33850483100093587	0.5457611003874505
12	0.4459243950747744	0.6168080728401073
13	0.32665391936756244	0.537157035034911
14	0.4379932117210401	0.6015921296647468
15	0.447825886367017	0.6063090216787215
16	0.45119903782599985	0.6246719814215766
17	0.4374954975838879	0.6015833664144298
18	0.46938579095025	0.6370199210630121
19	0.4387366625102282	0.603529985122114
20	0.4157226968279926	0.574012909859973
21	0.4364565409465228	0.5903999922869925
22	0.3083880671416245	0.4972202655992891
23	0.43016279955154735	0.5800489450184052
24	0.46019840748360824	0.622794537163861
25	0.46359064040422954	0.6255239548867354
26	0.4731636229831447	0.6463942878699965
27	0.3546000519165973	0.5431699305704688
28	0.46524789850874276	0.6293886971981829
29	0.46897561419455014	0.6325513244716348
30	0.4812820046953689	0.646771156217561
31	0.47314974237632185	0.6348158692760885
32	0.45739104843516654	0.620136165886145
33	0.49489049168760946	0.6708566416521926
34	0.4663328691264357	0.6270058711236259
35	0.452199686921611	0.6119350641356509
36	0.4714933040544625	0.6417090420404765
37	0.45442882554640096	0.6143014188513529
38	0.4435255745117319	0.6060369378280704
39	0.44725025120454465	0.599490370541023
40	0.44333478216687155	0.6096016572231916
41	0.44771962732031306	0.621318077858224
42	0.45332998706195043	0.6054818207623609
43	0.4543032850396561	0.6140555902826162
44	0.34013001449931446	0.5080897087185672
45	0.3324118583404985	0.4771829257962688
46	0.4665922625616353	0.6351195305619881
47	0.33151758143879717	0.5082841752029723
48	0.4256288659799386	0.5817546770471224
49	0.46122223442712007	0.623393914069077
50	0.3611807493267313	0.518126574933779
51	0.41197143629100075	0.5550626648943069
52	0.45989335261117015	0.6194344719989886
53	0.46580936041474535	0.6270497834250802
54	0.45744464821335046	0.6096179922842051
55	0.4455683538371784	0.6027089058514831
56	0.36437095797219254	0.5173295381853785
57	0.3590454837785083	0.5420218206424577
58	0.44429521943167427	0.596045201682099
59	0.3431067535646256	0.5289250482585732
60	0.47089831524213766	0.6373184243815693
61	0.4250634700887248	0.5817737582975442
62	0.4571029108339638	0.6157194747719955
63	0.48380318437037506	0.6520297828892847
64	0.4296963619352736	0.5882027000279505
65	0.4644235311189817	0.62153690945984
66	0.47130484046225024	0.6399997189688572
67	0.42197362138613603	0.5688113826163643
68	0.45938719861992144	0.6132016249906628
69	0.4268788551930577	0.5847679406201772
70	0.4627248188835273	0.6256562950527074
71	0.4389110751405037	0.5980391055320189
72	0.346844565704862	0.532579620865592
73	0.4622494500674753	0.6280165138069085
74	0.4453398606708552	0.6141127403052652
75	0.46192726746778123	0.6264760619499781
76	0.3299149435805896	0.497783567898012
77	0.451122526346292	0.6228364483762503
78	0.3234600692527768	0.5300334150179387
79	0.31897631365859636	0.520295353849984
80	0.46534651820918616	0.6268040275906879
81	0.45701191147542825	0.6107944996154618
82	0.43416863750535356	0.5881532828494961
83	0.3178028815584025	0.5316793826974041
84	0.4805344351705472	0.6496857355728631
85	0.4674228748921054	0.6274038508470989
86	0.3569796954245297	0.5279395397136397
87	0.32721526278019863	0.4728584427318487
88	0.40757754329551604	0.5645006440875008
89	0.3511160190308904	0.5033533697046604
90	0.3138106508720814	0.5109099860385269
91	0.35824301606255043	0.5437586577583086
92	0.4482179186856268	0.5993068772407889
93	0.37331192005651914	0.5607417976552016
94	0.32306534353854743	0.541260892645916
95	0.45565144378421124	0.6157839426366831
96	0.45640770094177857	0.6109953866165532
97	0.32400697253029914	0.5259651085874066
98	0.3757882025106285	0.5437409802168437
99	0.4598834549422476	0.6243144030928652
Voted genes	0.49510398283058477	0.6738446418877826
Seurat HVGs	0.4351596595332097	0.6493193886115904
