	train-auc-mean	train-auc-std	train-aucpr-mean	train-aucpr-std	test-auc-mean	test-auc-std	test-aucpr-mean	test-aucpr-std	train-precision-mean	train-precision-std	test-precision-mean	test-precision-std
0	0.9922843180508358	0.0003965361138489682	0.9863726478770174	0.0008748047006276457	0.9896473527937137	0.0011500411333881272	0.982075868548165	0.001582871171278603	0.9528586000000001	0.0008971942041720734	0.9431068	0.002733617047064207
0	0.991255983809679	0.0010678574692812046	0.9841496223271259	0.0020455471249825204	0.9869336846214865	0.0030657771794922136	0.9763113790049902	0.005039178304133816	0.9548304	0.002177543625280586	0.943459	0.0046962428386956275
0	0.9888693617112555	0.0029156025357075237	0.9777222732294572	0.00503351952388619	0.9837611822074152	0.0029037394796657704	0.9659349845242826	0.005627763825449577	0.9490918	0.001952366502478456	0.9364871999999999	0.0063500193826476195
0	0.9902837902082684	0.00022635941353218604	0.98359336004713	0.00040771576294161636	0.9868569128093416	0.0003618852249238597	0.9772156855326024	0.00098674214783973	0.958826	0.0011165461029442486	0.9495846	0.0018216936734808174
0	0.992150697102972	0.0019441339474703305	0.9817897655666871	0.0029912751272385923	0.9882737371196841	0.004991523946120478	0.9733858431523282	0.007794421654744114	0.9507994	0.0068175507801555785	0.9409936	0.009294441362448847
0	0.9943772418223229	0.0002452102864135663	0.988667054809901	0.0005666125948417972	0.9905656392916852	0.0018874672937744807	0.9810623284057813	0.004149760575482138	0.9564496	0.0029956467481997893	0.9470492	0.008350612442210449
0	0.991523059704656	0.00013780262259455707	0.9838058179581554	0.0002766959876612735	0.9869828180617553	0.0015294357214940292	0.9749892769134881	0.002770693248718671	0.9476831999999998	0.003282914522189075	0.9338826000000001	0.006372964635081557
0	0.9882192416312152	0.0006031790051841837	0.979821178416711	0.0010124886739229725	0.9846869508153521	0.002206899563153356	0.9736665483058726	0.003807009271879309	0.9402193999999999	0.000947015649289906	0.9311358000000001	0.004499174608747697
0	0.9912384034096835	0.001748991732478263	0.9836361377309789	0.0025510675715455493	0.9872289242292132	0.0034702857050882023	0.9768270387009433	0.005376204521295049	0.9455184000000001	0.005779618970139822	0.935009	0.009826769377572698
0	0.9893851093599725	0.0010421521912414317	0.9792121983642863	0.0019770601866258013	0.9851752294480282	0.0021456216502748014	0.9709627050254956	0.004386027303112897	0.9515562	0.0020454662451382583	0.939586	0.0068486657678704065
0	0.9951191436571536	0.00016366766988921662	0.9905974321620665	0.00019343583580898563	0.992699746065812	0.0007834175672408115	0.9865863121413344	0.0017931428746849089	0.9565553999999998	0.0016269996435156469	0.9477537999999999	0.003850047293216009
0	0.9871950456804429	0.0007274489086363838	0.9764097665316018	0.0013244464080847398	0.9826322106414951	0.0006571183539528777	0.9680198101389541	0.001967401152291604	0.9376322	0.004220135419628131	0.9263478	0.004122414942724699
0	0.9861427950031676	0.0008100822871504339	0.9767924765669047	0.0014956064636763246	0.9819084851402842	0.0038197149791714216	0.9689007602473113	0.007807063696019274	0.9488277999999999	0.0019155733763027416	0.9367692	0.00590656107731055
0	0.9903410166634427	0.00030249252065748974	0.9775640784881814	0.0005514537226575391	0.985980768355394	0.0013210575328746975	0.9688199433267217	0.0031648108671584532	0.934217	0.0017894082820865528	0.9237420000000001	0.006595562720496253
0	0.991974455158091	0.0004454610719388631	0.9861192988662288	0.0006916200467452567	0.9885327640154289	0.0012539816041931269	0.9797779723492421	0.0023063211060643084	0.9563090000000001	0.0012555792288820398	0.9483875999999999	0.0027693180099078616
0	0.9932706773206685	0.0008059593711219938	0.9875420610863775	0.0017467402424113895	0.9907598702262975	0.0016971738816251296	0.9818864001268413	0.00362808311519388	0.9625049999999999	0.005836503302491996	0.953951	0.0055746533165749535
0	0.9919313815267528	0.0008498039167047608	0.9861236203608389	0.001187091682624487	0.9876563299086893	0.0005369093406187133	0.9786717947651361	0.0013180608842983973	0.9509927999999999	0.0022667248972912477	0.9377555999999998	0.0016626423066913583
0	0.9912086461720377	0.0003012795145446024	0.9853288047168405	0.0006203318421082316	0.9866449891251834	0.000990541785851593	0.9766816370533735	0.0018821274758901326	0.9516439999999999	0.001622589288760402	0.9381074	0.002260779741593565
0	0.9894229116623314	0.0014779490104208435	0.9803646355584181	0.002904970051124655	0.9856456721376018	0.002241194107041929	0.9730845572713591	0.004372879081065417	0.9579813999999999	0.0014543264557863352	0.9469096	0.004536881334132525
0	0.988262510077969	0.00113968559954615	0.9799174622386216	0.00189179416135595	0.9832092305879334	0.0021087004791444457	0.9706391551404925	0.003149378798946438	0.9366638	0.0038888394361300135	0.922968	0.005077288528338721
0	0.9940844379659298	0.0005079541535859856	0.9894157550290721	0.0007781541284032042	0.990355032938351	0.0012679950723679238	0.9825508646923853	0.002943518070847884	0.9610794	0.0009177748307727831	0.9488101999999999	0.0045894538411449535
0	0.9915360121082253	0.000371357806805836	0.9839347986868903	0.0008681082060296136	0.9880763174464102	0.0021809539960992905	0.9770289106006361	0.003649351119620183	0.9616428000000001	0.0009366203926885023	0.9498665999999998	0.0032189356998859244
0	0.9935745523306544	0.0003728567045383748	0.986776536979257	0.0007297851482783575	0.9915202286215365	0.0010832943708459707	0.9826334919885571	0.0018036480414234824	0.9586499999999999	0.0018021445003106819	0.9492324	0.005250922037128349
0	0.9958590936248719	0.00033962521198757726	0.9908526165932402	0.00043849948760285964	0.9940912926644433	0.0004936314737196501	0.9867045326096273	0.0010911210839281223	0.9628574000000001	0.0007422629183786625	0.9552882	0.0027422187658901432
0	0.9924564185776094	0.0005977586640190416	0.9869657016949475	0.0010845156841312435	0.9901710566814357	0.0010209885775427632	0.9823915252329076	0.0020257346526363655	0.9633854	0.0015700953601612512	0.9562736	0.003373202845961084
0	0.9868358554225418	0.0005242319569447707	0.9768261767345077	0.0013922658125010878	0.9813555004427634	0.0013460888491919894	0.9669623653324517	0.002458051887880198	0.9390228	0.0026149563208589023	0.92318	0.0034286226389032377
0	0.9927830401535882	0.00044178856707347176	0.9881989113162181	0.0005626377341397677	0.9884932028255934	0.002341506609828905	0.9809122130188503	0.00374372124312822	0.9530346	0.0012757945916173376	0.9386706	0.0068212683160831485
0	0.987383906464018	0.0013374959556064175	0.9792586674912647	0.0024830219619193924	0.982075027827714	0.0019584614249491044	0.9685456073192771	0.002934565356191468	0.9480706	0.0012526994212499606	0.933671	0.005846849236982252
0	0.9953070064998759	0.0008533125159012426	0.9907527178021633	0.0018296273836686144	0.9937609350629251	0.0013088481152405407	0.9871800019654986	0.0025180570557323347	0.9709194	0.002152143917120786	0.9640190000000001	0.002082510023985484
0	0.9902536880197668	0.0005572394616359885	0.9824620656917327	0.0011634030412034824	0.9858056284711625	0.001911406205551728	0.9732769214740056	0.002885131261935415	0.9554464000000001	0.0022541681037580186	0.9443742	0.001975369170560299
0	0.9905646152827143	0.0008677218278666654	0.9824267337075849	0.0012566872314375404	0.9866753671918724	0.001591505959291533	0.9749184598204883	0.0030166818114312666	0.9521722	0.0003851266804572276	0.9442334000000001	0.00626068889500186
0	0.9855536849611541	0.00039317439769418286	0.9752913954816684	0.0006108864165740469	0.9794170461722252	0.002812096851036003	0.9637842558325328	0.006067201166915233	0.9351676	0.0019373379261243776	0.9209973999999999	0.005331587403391226
0	0.9935177964996198	0.00047931971789945383	0.9875718386374631	0.0012220673613468733	0.9903167757983594	0.0010669159161896358	0.9802757162493103	0.003363350905007247	0.9641247999999999	0.0009334693139037629	0.9547945999999999	0.0033860397280599175
0	0.9932944688080404	0.00036148457884105335	0.9873056335109723	0.0007226127673837794	0.9898285875317832	0.0013034738249045486	0.9797309875642345	0.002082104971353895	0.9667473999999998	0.0008061941701599904	0.9580338000000002	0.004567536465097992
0	0.990188966447565	0.0004769750548390909	0.9830864903127227	0.0010958787586223219	0.9850384159503027	0.0009390099212600024	0.9732751355638097	0.0017771224989855687	0.9420682000000001	0.0020818358628864305	0.9276859999999999	0.002299108348903977
0	0.9938034225685393	6.926519926517403e-05	0.9886382628842144	0.00029413943550807563	0.9910830738528832	0.0014001929054109766	0.9833747740088882	0.0028272365041288328	0.956573	0.001672781874602897	0.9462755999999999	0.004102763439439338
0	0.9908718961095371	0.0009428572417473931	0.982092701256286	0.0025480874122545405	0.9879387727870694	0.0017626373611988743	0.976195254005215	0.0037670175662824976	0.9479474	0.0034165763331148	0.9372618000000001	0.005646380553947829
0	0.9876409120939167	0.0008594648471628512	0.9797486808301296	0.0013558650971156182	0.9828800203671817	0.002035334449194337	0.9708056496507516	0.003379077014406204	0.9374912	0.002659945668618045	0.923673	0.0038164083638939756
0	0.9949632134869002	0.00030794196329590203	0.9903753161915982	0.00046482090142336484	0.992368155005922	0.0012967391575290149	0.984874474532395	0.002966523957213479	0.9611324	0.0022146747481289523	0.9498660000000001	0.004335565937683344
0	0.9941215395193737	0.000502510115865597	0.9885543924423705	0.000587002740534843	0.9912882982593347	0.0007786813052973344	0.9831425010506057	0.0018084674011603539	0.9537916	0.0014087764336473045	0.9476834000000001	0.005053677931962036
0	0.9873063358573619	0.0010538233037162565	0.977531207841156	0.0020275863533996664	0.9828892495611765	0.0010287255837305744	0.969480519524858	0.0020190792147628625	0.9376667999999999	0.003271938776933327	0.9258554	0.00174880937783396
0	0.9846879250361272	0.001325616009847221	0.974908199045694	0.002229199079506305	0.9797511416658523	0.0014890766089595499	0.9657836982227177	0.0018414426210869486	0.9402725999999999	0.0023200764297755245	0.9250817999999998	0.005306036539640461
0	0.9895018149331891	0.00048758225233168015	0.9797439987321883	0.00111559097788273	0.9850141795754714	0.0010084920325896128	0.9712668692958062	0.0012983728293833477	0.9442505999999999	0.0031269991749279494	0.9347984	0.003535155928668497
0	0.9852266478801888	0.0009045940556254369	0.9735631600124222	0.0012367552548140988	0.979814423685189	0.0010765598851033224	0.9630087615453606	0.00349639387327683	0.9356430000000001	0.004338121390648276	0.921701	0.0051248968379860845
0	0.9906772035949973	0.000527628178629658	0.9842060300412354	0.0010620743823114025	0.9861844623932541	0.0029306445288898786	0.976316377600827	0.0053500494755240975	0.9516266	0.0013817567948086707	0.9374740000000001	0.003931695766460077
0	0.9890828303883848	0.00046569867955922477	0.9826174736695256	0.0009140115184652238	0.9857404413234402	0.000718886771225686	0.9767958895547009	0.0019006561026457586	0.9509576	0.0016403052886581689	0.9397269999999999	0.004231226394321151
0	0.9900503205654927	0.0008978687994431006	0.982852230144361	0.0012902452280802385	0.9865198180286259	0.0014755528192066433	0.9757471609931858	0.003479454687771326	0.9538797999999999	0.002150606370305809	0.9431772	0.005705198099978631
0	0.9913493698438531	0.0006689640536998235	0.9836036531675525	0.0011752970756562912	0.986967441460363	0.001190812330724639	0.9759898334549435	0.0024775014138472867	0.9527884	0.0021458547574335213	0.938811	0.0038968485728855294
0	0.9938874437905005	0.00026691299375209126	0.9878608330428381	0.0005070607169895361	0.9905599253734326	0.0014067717128932152	0.9809627988434068	0.0031319612782223965	0.9563972	0.0006924479475021752	0.9415578	0.003048818354707264
0	0.9885148400020854	0.0008946941930678595	0.9766835492458259	0.0013534492076987387	0.9841035451928736	0.0016061483680122098	0.9681067583344174	0.0029086785429241176	0.9357835999999999	0.0010808610641520981	0.9250107999999999	0.0035035851010072386
0	0.9853022765296984	0.0020638201540762965	0.9753120580657857	0.002871950481104822	0.9812303586326386	0.004122091608554745	0.968536409868755	0.007183853906671328	0.951926	0.0034989716203478608	0.9399379999999999	0.004096708386009437
0	0.9794837328815366	0.0005813013195357355	0.964501654798803	0.001165582848818773	0.9766148071019479	0.000576813781809441	0.9596176600877968	0.0010233095580929347	0.9215076	0.0014804317748549026	0.910928	0.007554888642461924
0	0.9909235856886076	0.00018055306408781155	0.9824299355382735	0.0005179679875743136	0.9869895958969964	0.0010235329712136938	0.9745380459446542	0.002825993959772303	0.9475776	0.0010064747587495756	0.9347977999999999	0.003498754143977542
0	0.9881147739930192	0.0008091171057367007	0.9787852817819873	0.0014720998804294988	0.9835313207339427	0.0012854820718724118	0.9691872301782961	0.0028233283822920465	0.95564	0.0017151292662653961	0.9455716000000001	0.003565983544549797
0	0.9897281879104544	0.0006574950953805873	0.9811544613118087	0.0012889734833442352	0.9843068440789798	0.0019545695097159645	0.9716538056090988	0.0034081613240391924	0.9488806000000001	0.0016718670521306553	0.9319812000000001	0.0031153036063921377
0	0.9855469553824381	0.0009251442798714801	0.9753945407685561	0.0011420958085749176	0.9806953928153913	0.001467885134266696	0.9664039574518665	0.002271172130540359	0.9301505999999999	0.0013749533228440995	0.9167019999999999	0.006411354459082738
0	0.9872727693439899	0.0010774777667622928	0.9782700471058108	0.002028464104143401	0.9826907681704915	0.0015876689318985388	0.9699543406222805	0.0034601151196725515	0.9470145999999999	0.0032944603564164974	0.9341644	0.006819660683641078
0	0.9856971131728305	0.00029913831658822163	0.9759758002494306	0.0012562186930081644	0.9809296856292752	0.0023079673511932166	0.9661667885280056	0.004818311129717492	0.9508168000000001	0.0037943168765932275	0.9399376	0.003557924260014543
0	0.9926920759704713	0.00044335205120810676	0.9879071305475856	0.0007283453383761314	0.9899074036920462	0.0015939127111748478	0.9830114826039378	0.002790478037125445	0.9543198	0.0021005867180385546	0.9435292000000001	0.003593843146271138
0	0.982231713100985	0.0009756641888850756	0.9717468083152709	0.001529726619601306	0.9767044510028237	0.001160013042851508	0.962565783431699	0.002498643551968718	0.926366	0.0015564546893501315	0.9146598000000001	0.00249076906998622
0	0.9878317696908494	0.0007793874610959641	0.9775687964194679	0.001538026536374568	0.984355330599373	0.0015331041968819833	0.9710407918999641	0.0019303290580178812	0.9526298000000001	0.0014771245580518866	0.9418388	0.004750885534297815
0	0.9929256737448542	0.0003519539599053122	0.9855848606907912	0.0004933442576794922	0.9888845372484099	0.0017606185105789698	0.979160859311059	0.002473861445297478	0.9566082	0.0012966616212412795	0.9436702	0.0030908076226125836
0	0.9887453508027491	0.00034000572809553416	0.9814551878897572	0.000714634078679912	0.9860303446969475	0.001883916738388324	0.9770727261383625	0.0031924771015719327	0.9468209999999999	0.0024322517961757194	0.9358544	0.003834260325017072
0	0.9908621553653841	0.0004148108509816806	0.9834032624957979	0.0013333451340473764	0.9861307491182802	0.0037638170476201873	0.9738971997291174	0.006973416585927604	0.9657794	0.0019047150548047883	0.9558512	0.006398399906226534
0	0.99028691388806	0.0007411787297475058	0.980179009184976	0.0011513763547774227	0.9869784406242266	0.0011748356823951245	0.9728033779342583	0.0019017061192576235	0.9419096	0.0017252284022702489	0.9295868	0.0035365828931328714
0	0.9898055404337519	0.00035110232524557765	0.9806207590100054	0.0007643116184338479	0.985616600793848	0.0011688475189086266	0.9730237707250371	0.0020595940688063557	0.935185	0.0015892844930974232	0.922546	0.003372975363088195
0	0.9931063485994436	0.00033674212381721696	0.9870240250216973	0.00046655177616505307	0.9893004350773313	0.0009103350091108082	0.9797100299503205	0.001320853955467099	0.9494085999999999	0.000796926245018948	0.9375444000000002	0.002707051946306182
0	0.9869634862552902	0.0006140747314904986	0.9771945324812898	0.0010782777638847678	0.9817548948912517	0.0025854411789110717	0.9677884728833615	0.005322354754100125	0.9288128	0.0023876474949204624	0.9146600000000001	0.005251836554958651
0	0.989630619809643	0.0012346998922658499	0.982725370529608	0.0018170886797202405	0.986131796492956	0.0014418683259593114	0.9764552334199867	0.0023166320542092086	0.9570485999999999	0.0019702701946687413	0.9428248	0.005953110225755922
