	train-auc-mean	train-auc-std	train-aucpr-mean	train-aucpr-std	test-auc-mean	test-auc-std	test-aucpr-mean	test-aucpr-std	train-precision-mean	train-precision-std	test-precision-mean	test-precision-std
0	0.9904085190090901	0.000949025088801471	0.9834924942939061	0.00177092258126577	0.9875211280115892	0.0016732562092775939	0.9783185443880335	0.0024088611028876407	0.9533692	0.003430244154575609	0.944092	0.003928029786037785
0	0.9943385526912023	0.0005258136032853903	0.9875189672175472	0.0011734592039871388	0.9915707940423089	0.0007002452651576516	0.9808273139971829	0.002328477327563806	0.96416	0.002748630931936843	0.9524712000000001	0.0024532194683720924
0	0.992066325048951	0.00023546339556156627	0.9864405611660405	0.00047734107007526715	0.9876559029495093	0.0028280530123923667	0.9786407946351676	0.004524732545385482	0.9599176	0.0009545697669630988	0.9500774	0.004488899223640459
0	0.9934736944203333	0.0014430139002831676	0.9885283574816386	0.0017360622155295042	0.9901033189006713	0.0014123625913978735	0.9813292192534856	0.0024184400924403488	0.9635436000000001	0.001896315648830659	0.9508516	0.003558650676871783
0	0.9856136552606609	0.0011863647655864105	0.9750278928407689	0.0017145095317066224	0.9792084353117103	0.002671980235741532	0.9641784986892377	0.004951233634126047	0.9312418000000001	0.002864912522224732	0.9155048000000001	0.005347929520851985
0	0.986926889709086	0.0007796125592998961	0.9777847231174853	0.0015345391025044619	0.9832273316459192	0.0006051601084575231	0.9714176211562036	0.0014452512610041448	0.9427722000000001	0.002289316177377016	0.9337416000000001	0.0015349623578446417
0	0.990555337538687	0.0005064604473873993	0.9824301025357073	0.0009400292664827208	0.9860671220273792	0.0015256491468802614	0.9739445359498642	0.003595004571444258	0.9444444000000001	0.0018278652685578144	0.9283201999999999	0.003054440596901513
0	0.9914283972197593	0.0009657189913084837	0.9857129066281873	0.001031946323240436	0.9883736277615117	0.0013012630620703337	0.980675301493773	0.0023275374787263404	0.9550062	0.0012035443323783212	0.9444446000000001	0.0030795259115649542
0	0.9895089870785894	0.0003944424936258768	0.9820426884660204	0.0010617591343839692	0.9845603043428397	0.002258088972376461	0.9734884762212351	0.004447786944589378	0.95006	0.0013783291334075781	0.940431	0.004581381014497701
0	0.99143579167638	0.0007610601791723775	0.9825372110643243	0.0017303054508373402	0.9877498212074329	0.0018161366070671033	0.9737978933950728	0.004909123957986837	0.9551999999999999	0.006391782630847225	0.9427548	0.00805558515317169
0	0.9878297822216175	0.0006419553610371447	0.978712189291181	0.00118083345024414	0.9831737823214282	0.001462741009324218	0.9709624770635863	0.002468785575467151	0.9244474	0.0024782965601396726	0.9148012	0.004916551043160233
0	0.9933495833508914	0.0008953039698037852	0.9892201189921354	0.0013693599990924573	0.9901810326500481	0.001826455496442246	0.9829012610526373	0.0038251146493257387	0.9590021999999999	0.0014945014419531426	0.9483879999999999	0.003355734256463082
0	0.9914514734220458	0.00019396902711915105	0.9841408018230627	0.0006709543988783716	0.9876181248906295	0.000896733513790319	0.977382356162855	0.0018136052171303233	0.9517673999999999	0.0014488585300159672	0.9379670000000001	0.004622075031844486
0	0.9915511570874834	0.0009716538255157632	0.9839002489982352	0.0014521883599922989	0.9873573914134092	0.0013260200909377053	0.9751586160426928	0.0037983411238286025	0.9589670000000001	0.0021073025411649116	0.947332	0.004808835825852236
0	0.9872759872344877	0.0008784809062256474	0.9768378458546	0.0017720241787201147	0.9827864325397139	0.0015272885396694902	0.9688318080915312	0.0035601088444464015	0.9291296000000001	0.0028123392825190776	0.9171946	0.005205937325784849
0	0.9860364070941927	0.0010552334753020018	0.9725070909343199	0.0015417298815961144	0.9814322656888276	0.0009407111798417495	0.9623482246164251	0.0016687754419912734	0.9302562	0.0019365807393444795	0.9165606000000001	0.005476458804738703
0	0.9861426729195572	0.0005282168996727552	0.9751261537703719	0.0010909032738956519	0.9817417819166927	0.0026298818411370937	0.9658096776880836	0.0037334100813636623	0.9365582	0.002589305188655832	0.9267006	0.005127229216643222
0	0.9915127575926276	0.0005284208714598315	0.9860334017012873	0.0010183603135899813	0.9878984011970123	0.0022045465569837594	0.9795904804151243	0.003678912755094906	0.956978	0.001485384798629659	0.9447964000000001	0.003411868848593103
0	0.9898417384212086	0.000608268345897788	0.9796064059091375	0.0014826769868081578	0.9848393040501511	0.001848783486155272	0.968816135331885	0.005494129444406711	0.9429838	0.0036162690386640443	0.9305024	0.005269638492344613
0	0.9850235798891708	0.0006571767977105289	0.9744015530209158	0.001565947675400284	0.9795679609907018	0.0009247987975419107	0.9622254078267428	0.0016931176976351155	0.9482996	0.002730827903768386	0.9355723999999999	0.004979613904711912
0	0.9925743980644397	0.0007946081880160586	0.9817677434837362	0.0020428822303403637	0.9899563524808379	0.0014343563378098275	0.976250402225474	0.003319574768276198	0.9503768000000001	0.003710424687283098	0.9409942000000001	0.0038892010696285413
0	0.989797532871183	0.000429794031258193	0.9772263803977834	0.00048056127225768163	0.984864848572904	0.001781489251027806	0.9662245650143936	0.003478386358646204	0.9400438	0.0035931147713369866	0.9287424	0.008625931894004273
0	0.9893918287876013	0.0008933530342061753	0.9810607295165366	0.0017282108166960413	0.9843966908763531	0.0010847456873541903	0.9720906494840431	0.001880944909501151	0.9403076	0.002552707472469216	0.927335	0.0054969153167935955
0	0.9963464259286617	0.0001968559278272354	0.9928750432611417	0.00042934050700981364	0.9947988705174305	0.0005232616672083152	0.9898957315041658	0.0014333494194916896	0.97143	0.0010340767863171165	0.9636668	0.002780609889934202
0	0.9865658731935818	0.0010529304025062392	0.9783524863959846	0.0013572781067013864	0.9823682045967661	0.0034501443332984995	0.9719027930596219	0.005656089262876185	0.9378432	0.0016096392639346217	0.9253628	0.0038350081825205815
0	0.9829399908631746	0.0014282952750831958	0.9697301562503894	0.002510470144542332	0.976423777400026	0.0022670277226221397	0.9579319946061892	0.004718683455361604	0.936699	0.0014878962329410118	0.922194	0.0017131890730447744
0	0.9843600103457053	0.0010290821839827556	0.9733285526815443	0.0019376352198014787	0.9774265906330859	0.0018913814434479653	0.9622614097322867	0.004202136399289942	0.9277214	0.0033402374526371875	0.914519	0.0025425980413742084
0	0.9953790606644223	0.0004254873863570381	0.9904601768870128	0.0007775047387159922	0.9920224574279624	0.0013381471886572004	0.983797843881258	0.002735860925543152	0.9607979999999999	0.002378785488437341	0.9466280000000001	0.004077032450201984
0	0.9927453492155264	0.00047881681122999623	0.9858603352599943	0.0009516170117150341	0.9901452808029086	0.0005678559637325661	0.9804396858891193	0.001010996106498029	0.9574358000000001	0.0013297597376970079	0.946557	0.0024811352240456373
0	0.9920537621891127	0.000650641880315023	0.9869366248385253	0.0008860609799053537	0.9881554798208978	0.002279159528269992	0.9801542544467345	0.0035772247925809596	0.9572594000000001	0.0021527775175340393	0.9423326	0.00512662944243098
0	0.9939708404568748	0.00045213587843759805	0.9884023442431987	0.0012462632122689054	0.991042971097505	0.000855098388432346	0.9830589654496649	0.0016024115094308085	0.9648641999999998	0.0003273392124387123	0.9552175999999999	0.0022633200922538596
